input_html,quantity,unit,name,normalized_name
"<li class=""wprm-recipe-ingredient"" data-uid=""0"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 skinless boneless chicken breast (about 11.5 oz/ 326g) if your chicken breasts are smaller, you can use two chicken breasts and skip the cutting"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-name"">skinless boneless chicken breast</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(about 11.5 oz/ 326g) if your chicken breasts are smaller, you can use two chicken breasts and skip the cutting</span></li>",1.0,,skinless boneless chicken breast,skinless boneless chicken breast
"<li class=""wprm-recipe-ingredient"" data-uid=""4"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 cup all-purpose flour"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3jXntzh"" rel=""nofollow noreferrer"" target=""_blank"">all-purpose flour</a></span></li>",1.0,cup,all-purpose flour,flour
"<li class=""wprm-recipe-ingredient"" data-uid=""6"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 large egg beaten"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">large</span> <span class=""wprm-recipe-ingredient-name"">egg</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">beaten</span></li>",1.0,large,egg,egg
"<li class=""wprm-recipe-ingredient"" data-uid=""1"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 cup panko also known as Japanese breadcrumbs"" class=""wprm-checkbox"" id=""wprm-checkbox-3"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-3""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3uIFLwt"" rel=""nofollow noreferrer"" target=""_blank"">panko</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">also known as Japanese breadcrumbs</span></li>",1.0,cup,panko,panko
"<li class=""wprm-recipe-ingredient"" data-uid=""5"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Salt and black pepper seasoned to your preference"" class=""wprm-checkbox"" id=""wprm-checkbox-4"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-4""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Salt and black pepper</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">seasoned to your preference</span></li>",,,Salt and black pepper,salt pepper
"<li class=""wprm-recipe-ingredient"" data-uid=""11"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Cooked white rice (to serve with the katsu)"" class=""wprm-checkbox"" id=""wprm-checkbox-5"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-5""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Cooked white rice</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(to serve with the katsu)</span></li>",,,Cooked white rice,rice
"<li class=""wprm-recipe-ingredient"" data-uid=""12"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Green cabbage thinly shredded (to serve with the katsu)"" class=""wprm-checkbox"" id=""wprm-checkbox-6"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-6""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Green cabbage</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">thinly shredded (to serve with the katsu)</span></li>",,,Green cabbage,green cabbage
"<li class=""wprm-recipe-ingredient"" data-uid=""7"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 tablespoons ketchup"" class=""wprm-checkbox"" id=""wprm-checkbox-7"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-7""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">tablespoons</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3hFLavy"" rel=""nofollow noreferrer"" target=""_blank"">ketchup</a></span></li>",2.0,tablespoons,ketchup,ketchup
"<li class=""wprm-recipe-ingredient"" data-uid=""8"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 tablespoons Worcestershire sauce"" class=""wprm-checkbox"" id=""wprm-checkbox-8"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-8""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">tablespoons</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3hEsj48"" rel=""nofollow noreferrer"" target=""_blank"">Worcestershire sauce</a></span></li>",2.0,tablespoons,Worcestershire sauce,worcestershire sauce
"<li class=""wprm-recipe-ingredient"" data-uid=""9"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 teaspoon oyster sauce"" class=""wprm-checkbox"" id=""wprm-checkbox-9"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-9""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/41eI7kh"" rel=""nofollow noreferrer"" target=""_blank"">oyster sauce</a></span></li>",2.0,teaspoon,oyster sauce,oyster sauce
"<li class=""wprm-recipe-ingredient"" data-uid=""10"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 teaspoon granulated sugar"" class=""wprm-checkbox"" id=""wprm-checkbox-10"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-10""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3IEdexr"" rel=""nofollow noreferrer"" target=""_blank"">granulated sugar</a></span></li>",1.0,teaspoon,granulated sugar,sugar
"<li class=""wprm-recipe-ingredient"" data-uid=""0"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 pounds russet potato"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">pounds</span> <span class=""wprm-recipe-ingredient-name"">russet potato</span></li>",2.0,pounds,russet potato,russet potato
"<li class=""wprm-recipe-ingredient"" data-uid=""1"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 3 tablespoons oil any neutral oil will do"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">3</span> <span class=""wprm-recipe-ingredient-unit"">tablespoons</span> <span class=""wprm-recipe-ingredient-name"">oil</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">any neutral oil will do</span></li>",3.0,tablespoons,oil,oil
"<li class=""wprm-recipe-ingredient"" data-uid=""2"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 teaspoon salt"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name"">salt</span></li>",1.0,teaspoon,salt,salt
"<li class=""wprm-recipe-ingredient"" data-uid=""3"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 teaspoon garlic powder"" class=""wprm-checkbox"" id=""wprm-checkbox-3"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-3""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3SikyFF"" rel=""nofollow noreferrer"" target=""_blank"">garlic powder</a></span></li>",1.0,teaspoon,garlic powder,garlic powder
"<li class=""wprm-recipe-ingredient"" data-uid=""4"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 teaspoon onion powder"" class=""wprm-checkbox"" id=""wprm-checkbox-4"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-4""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3MQlrSe"" rel=""nofollow noreferrer"" target=""_blank"">onion powder</a></span></li>",1.0,teaspoon,onion powder,onion powder
"<li class=""wprm-recipe-ingredient"" data-uid=""7"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ½ teaspoon black pepper"" class=""wprm-checkbox"" id=""wprm-checkbox-5"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-5""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">½</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name"">black pepper</span></li>",0.5,teaspoon,black pepper,pepper
"<li class=""wprm-recipe-ingredient"" data-uid=""6"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ½ teaspoon ground paprika"" class=""wprm-checkbox"" id=""wprm-checkbox-6"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-6""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">½</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/40MXgda"" rel=""nofollow noreferrer"" target=""_blank"">ground paprika</a></span></li>",0.5,teaspoon,ground paprika,paprika
"<li class=""wprm-recipe-ingredient"" data-uid=""5"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ½ teaspoon chili powder"" class=""wprm-checkbox"" id=""wprm-checkbox-7"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-7""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">½</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name"">chili powder</span></li>",0.5,teaspoon,chili powder,chili powder
"<li class=""wprm-recipe-ingredient"" data-uid=""8"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 tablespoon grated parmesan plus more for garnish (optional)"" class=""wprm-checkbox"" id=""wprm-checkbox-8"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-8""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">tablespoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/2OPepis"" rel=""nofollow noreferrer"" target=""_blank"">grated parmesan</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">plus more for garnish (optional)</span></li>",1.0,tablespoon,grated parmesan,parmesan
"<li class=""wprm-recipe-ingredient"" data-uid=""9"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Parsley chopped (optional for garnish)"" class=""wprm-checkbox"" id=""wprm-checkbox-9"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-9""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Parsley</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">chopped (optional for garnish)</span></li>",,,Parsley,parsley
"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 lemons , thinly sliced"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-name"">lemons</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">, thinly sliced</span></li>",2.0,,lemons,lemons
"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1½ cup granulated sugar (or your preferred sugar)"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1½</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3IEdexr"" rel=""nofollow noreferrer"" target=""_blank"">granulated sugar</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(or your preferred sugar)</span></li>",1.5,cup,granulated sugar,sugar
